u,v,key,osmid,name,highway,oneway,length,geometry_wkt
1998337569,1998337585,0,189172688,nan,residential,False,44.08862656046167,"LINESTRING (-70.0200449 -15.8420637, -70.0204387 -15.8421807)"
1998337569,1998337540,0,189172699,nan,residential,False,47.847256650907745,"LINESTRING (-70.0200449 -15.8420637, -70.0201743 -15.8416518)"
1998337569,1998337615,0,189172699,nan,residential,False,44.004118194778584,"LINESTRING (-70.0200449 -15.8420637, -70.019904 -15.8424355)"
1998337570,1998337597,0,189172682,nan,residential,False,21.7358547814432,"LINESTRING (-70.0207222 -15.8420687, -70.0206478 -15.8422506)"
1998337572,1998337770,0,189172741,Jirón Lima,residential,True,127.15988062876049,"LINESTRING (-70.0272365 -15.8421037, -70.0268666 -15.8431905)"
1998337572,827317350,0,139766644,Jirón Huancané,residential,True,83.63293123675794,"LINESTRING (-70.0272365 -15.8421037, -70.0271841 -15.8420936, -70.0264699 -15.841956)"
1998337578,1861719202,0,175607737,Jirón Deustua,residential,False,5.682023595019582,"LINESTRING (-70.0329492 -15.8421495, -70.0329894 -15.8421829)"
1998337578,1998337556,0,189172485,Avenida Circunvalación,trunk,True,40.469396490947126,"LINESTRING (-70.0329492 -15.8421495, -70.0332038 -15.8418803)"
1998337578,1998337502,0,175607737,Jirón Deustua,residential,False,301.47666885174147,"LINESTRING (-70.0329492 -15.8421495, -70.0318841 -15.8417139, -70.0313957 -15.8415085, -70.0303255 -15.8411659)"
1998337580,1998337572,0,139766644,Jirón Huancané,residential,True,28.978641656113876,"LINESTRING (-70.0275021 -15.842155, -70.0272365 -15.8421037)"
1998337585,1998337569,0,189172688,nan,residential,False,44.08862656046167,"LINESTRING (-70.0204387 -15.8421807, -70.0200449 -15.8420637)"
1998337585,1998337597,0,189172688,nan,residential,False,23.679713529135157,"LINESTRING (-70.0204387 -15.8421807, -70.0206478 -15.8422506)"
1998337585,1998337551,0,189172686,nan,residential,False,45.97862162709652,"LINESTRING (-70.0204387 -15.8421807, -70.0205051 -15.8419616, -70.0205544 -15.8417825)"
1998337593,1998337580,0,139766644,Jirón Huancané,residential,True,36.85511832517004,"LINESTRING (-70.0278399 -15.8422202, -70.0275021 -15.842155)"
1998337593,409476467,0,676142083,Jirón Ayacucho,residential,True,67.83315300908868,"LINESTRING (-70.0278399 -15.8422202, -70.0279839 -15.8416261)"
1998337594,1998337498,0,189172504,Avenida Simón Bolívar,tertiary,True,138.69359246109076,"LINESTRING (-70.0191535 -15.8421985, -70.0195715 -15.8410178)"
1998337594,255151512,0,225654618,nan,residential,False,9.58192728906155,"LINESTRING (-70.0191535 -15.8421985, -70.0192389 -15.8422245)"
1998337594,6496686049,0,225654618,nan,residential,False,83.83010457356778,"LINESTRING (-70.0191535 -15.8421985, -70.0184063 -15.8419712)"
1998337595,1998337578,0,189172485,Avenida Circunvalación,trunk,True,12.594787293602995,"LINESTRING (-70.0328752 -15.8422376, -70.0329492 -15.8421495)"
1998337595,6334409873,0,189172523,Jirón Atuncolla,residential,True,5.542828230126457,"LINESTRING (-70.0328752 -15.8422376, -70.0329205 -15.8422618)"
1998337597,1998337637,0,189172682,nan,residential,False,42.93802106741487,"LINESTRING (-70.0206478 -15.8422506, -70.0205092 -15.842613)"
1998337597,1998337570,0,189172682,nan,residential,False,21.7358547814432,"LINESTRING (-70.0206478 -15.8422506, -70.0207222 -15.8420687)"
1998337597,1998337585,0,189172688,nan,residential,False,23.679713529135157,"LINESTRING (-70.0206478 -15.8422506, -70.0204387 -15.8421807)"
1998337602,1998337593,0,139766644,Jirón Huancané,residential,True,55.26950937345311,"LINESTRING (-70.028349 -15.842305, -70.0278399 -15.8422202)"
1998337602,1998337865,0,23770175,Jirón Áncash,residential,False,140.95976734017586,"LINESTRING (-70.028349 -15.842305, -70.0280012 -15.843368, -70.0279661 -15.8435175)"
1998337603,1998337561,0,189172714,nan,residential,False,45.51040326361817,"LINESTRING (-70.0195683 -15.8423307, -70.019677 -15.841935)"
1998337603,1998337615,0,225654618,nan,residential,False,37.75380426153773,"LINESTRING (-70.0195683 -15.8423307, -70.019904 -15.8424355)"
1998337603,255151512,0,225654618,nan,residential,False,37.162564886605615,"LINESTRING (-70.0195683 -15.8423307, -70.0192389 -15.8422245)"
1998337603,1998337669,0,"[189172714, 189172731]",nan,residential,False,79.41585536412308,"LINESTRING (-70.0195683 -15.8423307, -70.0194461 -15.8426406, -70.0194439 -15.8426678, -70.0194526 -15.8426859, -70.019466 -15.8426971, -70.0197792 -15.8428002)"
1998337612,1998337535,0,189172574,nan,residential,False,92.48562270483986,"LINESTRING (-70.0363691 -15.8424198, -70.0364234 -15.8415897)"
1998337612,1998337617,0,189172609,nan,tertiary,False,19.111061560158962,"LINESTRING (-70.0363691 -15.8424198, -70.0365428 -15.84246)"
1998337612,1998337555,0,189172609,nan,tertiary,False,155.13684547313338,"LINESTRING (-70.0363691 -15.8424198, -70.035996 -15.8423266, -70.0355413 -15.8421627, -70.0354706 -15.8421236, -70.0350846 -15.8418214)"
1998337613,1861719203,0,23782100,Jirón Puno,residential,True,65.86876724097321,"LINESTRING (-70.0318043 -15.842437, -70.0312581 -15.8421635)"
1998337613,1998337676,0,189172605,Jirón Coronel Barriga,residential,False,55.54009723127511,"LINESTRING (-70.0318043 -15.842437, -70.0315272 -15.8428594)"
1998337615,1998337569,0,189172699,nan,residential,False,44.004118194778584,"LINESTRING (-70.019904 -15.8424355, -70.0200449 -15.8420637)"
1998337615,1998337669,0,189172699,nan,residential,False,42.69375354324661,"LINESTRING (-70.019904 -15.8424355, -70.0197792 -15.8428002)"
1998337615,255151518,0,225654618,nan,residential,False,25.180851471543836,"LINESTRING (-70.019904 -15.8424355, -70.0201286 -15.8425033)"
1998337615,1998337603,0,225654618,nan,residential,False,37.75380426153773,"LINESTRING (-70.019904 -15.8424355, -70.0195683 -15.8423307)"
1998337617,1998337612,0,189172609,nan,tertiary,False,19.111061560158962,"LINESTRING (-70.0365428 -15.84246, -70.0363691 -15.8424198)"
1998337617,1998337623,0,189172609,nan,tertiary,False,24.68392474585203,"LINESTRING (-70.0365428 -15.84246, -70.0367644 -15.8425219)"
1998337617,1998337855,0,189172693,nan,residential,False,115.38185625039715,"LINESTRING (-70.0365428 -15.84246, -70.0365484 -15.8427013, -70.0365409 -15.8429777, -70.0365226 -15.8434972)"
1998337620,1998337640,0,1037460357,nan,tertiary,False,14.603384231886313,"LINESTRING (-70.0379206 -15.8425155, -70.0380026 -15.8426205)"
1998337620,5585292152,0,257154114,nan,tertiary,False,209.60274073644794,"LINESTRING (-70.0379206 -15.8425155, -70.0378163 -15.8421269, -70.0378096 -15.8420062, -70.037816 -15.8418703, -70.0378848 -15.8412436, -70.0378672 -15.8411341, -70.0376786 -15.8406835)"
1998337620,2627548318,0,1037460356,nan,residential,False,210.70055537568078,"LINESTRING (-70.0379206 -15.8425155, -70.0376171 -15.8421413, -70.0374143 -15.841947, -70.0364806 -15.8412371)"
1998337621,1998337631,0,676142077,Cajamarca,residential,True,26.60809171546963,"LINESTRING (-70.0305491 -15.8425192, -70.0307878 -15.8425865)"
1998337621,1998337743,0,189172625,nan,residential,False,59.075315873558985,"LINESTRING (-70.0305491 -15.8425192, -70.0306094 -15.8426621, -70.0306239 -15.8427115, -70.0306606 -15.8430353)"
1998337623,1998337617,0,189172609,nan,tertiary,False,24.68392474585203,"LINESTRING (-70.0367644 -15.8425219, -70.0365428 -15.84246)"
1998337623,1998337661,0,189172609,nan,tertiary,False,107.55027873522745,"LINESTRING (-70.0367644 -15.8425219, -70.0377448 -15.8427363)"
1998337623,1998337707,0,189172531,nan,residential,False,117.84501004717578,"LINESTRING (-70.0367644 -15.8425219, -70.0369036 -15.8426675, -70.0370613 -15.8427821, -70.0372245 -15.8428485, -70.0373964 -15.8428805, -70.0375404 -15.8429035, -70.0377307 -15.8429631)"
1998337624,1998337568,0,189172760,nan,residential,False,70.62837552017892,"LINESTRING (-70.0353795 -15.8425449, -70.0352885 -15.8424486, -70.0351783 -15.8423006, -70.0350659 -15.8421419, -70.0350425 -15.8421115, -70.0349766 -15.8420433)"
1998337626,1998337630,0,189172768,nan,residential,False,15.75660831672392,"LINESTRING (-70.0389622 -15.8425429, -70.0388152 -15.8425519)"
1998337626,1998337567,0,189172768,nan,residential,False,91.81006291839697,"LINESTRING (-70.0389622 -15.8425429, -70.0393641 -15.8424159, -70.0393979 -15.8423991, -70.0394249 -15.8423786, -70.0396368 -15.8420953)"
1998337626,5585292156,0,584277457,nan,residential,False,135.59190421789128,"LINESTRING (-70.0389622 -15.8425429, -70.0388762 -15.8417125, -70.0388209 -15.8413313)"
1998337630,1998337626,0,189172768,nan,residential,False,15.75660831672392,"LINESTRING (-70.0388152 -15.8425519, -70.0389622 -15.8425429)"
1998337630,1998337903,0,189172520,nan,residential,False,142.63197301722167,"LINESTRING (-70.0388152 -15.8425519, -70.0388886 -15.8426505, -70.0390691 -15.8428653, -70.0391975 -15.8430216, -70.039255 -15.8431459, -70.0392805 -15.8432722, -70.0392747 -15.8434007, -70.0392652 -15.8434876, -70.0392663 -15.8436929)"
1998337630,1998337640,0,189172768,nan,residential,False,87.39731342738918,"LINESTRING (-70.0388152 -15.8425519, -70.0381199 -15.8425949, -70.0380026 -15.8426205)"
1998337631,1998337649,0,189172516,nan,residential,False,62.86917904213204,"LINESTRING (-70.0307878 -15.8425865, -70.0308099 -15.8425607, -70.0308948 -15.8424929, -70.03093 -15.8424797, -70.030959 -15.8424818, -70.0309896 -15.8424924, -70.0312779 -15.8426716)"
1998337631,6343763035,0,189172549,nan,residential,False,41.439031916356406,"LINESTRING (-70.0307878 -15.8425865, -70.0308134 -15.8426067, -70.0310468 -15.8428631)"
1998337635,1998337705,0,34906064,nan,residential,False,87.3723920432349,"LINESTRING (-70.0181719 -15.8425993, -70.018912 -15.8429317)"
1998337635,6496686049,0,189172706,Jirón 1ro de mayo,residential,False,74.20623612266539,"LINESTRING (-70.0181719 -15.8425993, -70.0184063 -15.8419712)"
1998337635,1998337809,0,189172706,Jirón 1ro de mayo,residential,False,82.16475899007854,"LINESTRING (-70.0181719 -15.8425993, -70.0179031 -15.8432915)"
1998337635,3792241215,0,375884913,nan,residential,False,59.176426307348315,"LINESTRING (-70.0181719 -15.8425993, -70.0176607 -15.8423959)"
1998337637,1998337597,0,189172682,nan,residential,False,42.93802106741487,"LINESTRING (-70.0205092 -15.842613, -70.0206478 -15.8422506)"
1998337637,1998337662,0,225654618,nan,residential,False,60.214406065769445,"LINESTRING (-70.0205092 -15.842613, -70.0210447 -15.8427799)"
1998337637,255151518,0,225654618,nan,residential,False,42.501381459580415,"LINESTRING (-70.0205092 -15.842613, -70.0201286 -15.8425033)"
1998337637,1998337681,0,"[189172682, 189172731]",nan,residential,False,87.15451363519193,"LINESTRING (-70.0205092 -15.842613, -70.020349 -15.8429953, -70.0203252 -15.8430108, -70.0202914 -15.8430108, -70.0199921 -15.8428921)"
1998337640,1998337620,0,1037460357,nan,tertiary,False,14.603384231886313,"LINESTRING (-70.0380026 -15.8426205, -70.0379206 -15.8425155)"
1998337640,1998337661,0,189172609,nan,tertiary,False,31.02069624330712,"LINESTRING (-70.0380026 -15.8426205, -70.0378768 -15.8427034, -70.037817 -15.8427271, -70.0377448 -15.8427363)"
1998337640,8037498380,0,189172716,nan,residential,False,69.07090303540775,"LINESTRING (-70.0380026 -15.8426205, -70.0381777 -15.8428615, -70.0383038 -15.8429939, -70.0384081 -15.8431021)"
1998337640,1998337630,0,189172768,nan,residential,False,87.39731342738918,"LINESTRING (-70.0380026 -15.8426205, -70.0381199 -15.8425949, -70.0388152 -15.8425519)"
1998337649,1998337676,0,189172516,nan,residential,False,33.871156237918605,"LINESTRING (-70.0312779 -15.8426716, -70.0315272 -15.8428594)"
1998337649,6343763035,0,677511357,nan,residential,False,32.627586089240914,"LINESTRING (-70.0312779 -15.8426716, -70.0310468 -15.8428631)"
1998337649,1998337631,0,189172516,nan,residential,False,62.86917904213204,"LINESTRING (-70.0312779 -15.8426716, -70.0309896 -15.8424924, -70.030959 -15.8424818, -70.03093 -15.8424797, -70.0308948 -15.8424929, -70.0308099 -15.8425607, -70.0307878 -15.8425865)"
1998337651,1998337745,0,189172764,Avenida Francisco Choquehuanca,residential,False,35.26177973873724,"LINESTRING (-70.0347901 -15.8427458, -70.0347317 -15.8430579)"
1998337651,1998337855,0,189172550,nan,residential,False,207.35325588931136,"LINESTRING (-70.0347901 -15.8427458, -70.0348729 -15.8427262, -70.0349098 -15.8427269, -70.0349462 -15.8427318, -70.0352211 -15.8428199, -70.0357208 -15.8429984, -70.0358536 -15.8430586, -70.035978 -15.8431304, -70.0365226 -15.8434972)"
1998337651,1998337568,0,189172764,Avenida Francisco Choquehuanca,residential,False,86.51546233418331,"LINESTRING (-70.0347901 -15.8427458, -70.0347254 -15.842659, -70.0347164 -15.842614, -70.0347191 -15.8425777, -70.0349766 -15.8420433)"
1998337661,1998337623,0,189172609,nan,tertiary,False,107.55027873522745,"LINESTRING (-70.0377448 -15.8427363, -70.0367644 -15.8425219)"
1998337661,1998337707,0,189172537,nan,residential,False,25.376008340168468,"LINESTRING (-70.0377448 -15.8427363, -70.0377483 -15.8428588, -70.0377307 -15.8429631)"
1998337661,1998337640,0,189172609,nan,tertiary,False,31.02069624330712,"LINESTRING (-70.0377448 -15.8427363, -70.037817 -15.8427271, -70.0378768 -15.8427034, -70.0380026 -15.8426205)"
1998337662,1998337530,0,189172495,Avenida El Sol,secondary,True,139.85585375311953,"LINESTRING (-70.0210447 -15.8427799, -70.0214242 -15.8415763)"
1998337662,255151522,0,225654618,nan,residential,False,12.378226767106884,"LINESTRING (-70.0210447 -15.8427799, -70.0211538 -15.842817)"
1998337662,1998337637,0,225654618,nan,residential,False,60.214406065769445,"LINESTRING (-70.0210447 -15.8427799, -70.0205092 -15.842613)"
1998337663,1998337728,0,676142084,Jirón Cusco,residential,False,27.935279072322338,"LINESTRING (-70.0297239 -15.8427623, -70.0296265 -15.8429954)"
1998337663,257542694,0,676142084,Jirón Cusco,residential,False,16.511778271637542,"LINESTRING (-70.0297239 -15.8427623, -70.0297985 -15.8426323)"
1998337663,257684375,0,1083041048,Jirón Huancané,residential,False,82.0933105195083,"LINESTRING (-70.0297239 -15.8427623, -70.0290245 -15.8424584)"
1998337665,10909998395,0,189172485,Avenida Circunvalación,trunk,True,11.330148149626615,"LINESTRING (-70.0323798 -15.842776, -70.03245 -15.8426997)"
1998337665,1998337613,0,23782100,Jirón Puno,residential,True,72.20360057481795,"LINESTRING (-70.0323798 -15.842776, -70.0319977 -15.842543, -70.0318043 -15.842437)"
1998337669,1998337615,0,189172699,nan,residential,False,42.69375354324661,"LINESTRING (-70.0197792 -15.8428002, -70.019904 -15.8424355)"
1998337669,1998337681,0,189172731,nan,residential,False,24.961722384370827,"LINESTRING (-70.0197792 -15.8428002, -70.0199921 -15.8428921)"
1998337669,1998337603,0,"[189172714, 189172731]",nan,residential,False,79.41585536412308,"LINESTRING (-70.0197792 -15.8428002, -70.019466 -15.8426971, -70.0194526 -15.8426859, -70.0194439 -15.8426678, -70.0194461 -15.8426406, -70.0195683 -15.8423307)"
1998337673,10909998395,0,189172723,nan,residential,False,7.276987663893162,"LINESTRING (-70.0325011 -15.8427429, -70.03245 -15.8426997)"
1998337673,255151022,0,1173891226,Avenida Circunvalación,trunk,True,10.738717703307396,"LINESTRING (-70.0325011 -15.8427429, -70.032429 -15.8428101)"
1998337673,1998337944,0,189172723,nan,residential,False,179.97419917972297,"LINESTRING (-70.0325011 -15.8427429, -70.032741 -15.8429751, -70.0329617 -15.8432041, -70.0336012 -15.8439655)"
1998337676,1998337649,0,189172516,nan,residential,False,33.871156237918605,"LINESTRING (-70.0315272 -15.8428594, -70.0312779 -15.8426716)"
1998337676,1998337613,0,189172605,Jirón Coronel Barriga,residential,False,55.54009723127511,"LINESTRING (-70.0315272 -15.8428594, -70.0318043 -15.842437)"
1998337676,1998337722,0,189172605,Jirón Coronel Barriga,residential,False,43.32719795086509,"LINESTRING (-70.0315272 -15.8428594, -70.0314418 -15.8429469, -70.0313765 -15.8429776, -70.0313176 -15.8429924, -70.0312458 -15.8429942, -70.0311721 -15.8429814)"
1998337681,255151518,0,189172569,nan,residential,False,45.63187684019307,"LINESTRING (-70.0199921 -15.8428921, -70.0201286 -15.8425033)"
1998337681,1998337669,0,189172731,nan,residential,False,24.961722384370827,"LINESTRING (-70.0199921 -15.8428921, -70.0197792 -15.8428002)"
1998337681,1998337637,0,"[189172682, 189172731]",nan,residential,False,87.15451363519193,"LINESTRING (-70.0199921 -15.8428921, -70.0202914 -15.8430108, -70.0203252 -15.8430108, -70.020349 -15.8429953, -70.0205092 -15.842613)"
1998337705,409475584,0,34906064,nan,residential,False,9.59653625967756,"LINESTRING (-70.018912 -15.8429317, -70.0189928 -15.8429692)"
1998337705,1998337635,0,34906064,nan,residential,False,87.3723920432349,"LINESTRING (-70.018912 -15.8429317, -70.0181719 -15.8425993)"
1998337705,1998337594,0,189172504,Avenida Simón Bolívar,tertiary,True,85.52325739398374,"LINESTRING (-70.018912 -15.8429317, -70.0191535 -15.8421985)"
1998337707,1998337623,0,189172531,nan,residential,False,117.84501004717579,"LINESTRING (-70.0377307 -15.8429631, -70.0375404 -15.8429035, -70.0373964 -15.8428805, -70.0372245 -15.8428485, -70.0370613 -15.8427821, -70.0369036 -15.8426675, -70.0367644 -15.8425219)"
1998337707,1998337793,0,189172531,nan,residential,False,75.86636301671054,"LINESTRING (-70.0377307 -15.8429631, -70.0381659 -15.8431791, -70.0383598 -15.8432781)"
1998337707,1998337914,0,189172537,nan,residential,False,87.47090312356117,"LINESTRING (-70.0377307 -15.8429631, -70.0377242 -15.8430386, -70.0377273 -15.8431318, -70.0377381 -15.8432381, -70.0377949 -15.843746)"
1998337707,1998337661,0,189172537,nan,residential,False,25.376008340168468,"LINESTRING (-70.0377307 -15.8429631, -70.0377483 -15.8428588, -70.0377448 -15.8427363)"
1998337722,6343763035,0,189172549,nan,residential,False,18.780075870751933,"LINESTRING (-70.0311721 -15.8429814, -70.0310468 -15.8428631)"
1998337722,1998337743,0,189172605,Jirón Coronel Barriga,residential,False,55.04301763048728,"LINESTRING (-70.0311721 -15.8429814, -70.0306606 -15.8430353)"
1998337722,1998337676,0,189172605,Jirón Coronel Barriga,residential,False,43.3271979508651,"LINESTRING (-70.0311721 -15.8429814, -70.0312458 -15.8429942, -70.0313176 -15.8429924, -70.0313765 -15.8429776, -70.0314418 -15.8429469, -70.0315272 -15.8428594)"
1998337722,6343763024,0,676419809,nan,residential,False,50.24891027579831,"LINESTRING (-70.0311721 -15.8429814, -70.0313086 -15.8431712, -70.0314525 -15.8433436)"
1998337728,1998337785,0,189172641,Jirón Vilque,residential,False,95.50955688163512,"LINESTRING (-70.0296265 -15.8429954, -70.0287639 -15.8432171)"
1998337728,1998337840,0,189172733,Jirón Cusco,residential,False,48.00724386671424,"LINESTRING (-70.0296265 -15.8429954, -70.0297693 -15.8434047)"
1998337728,1998337663,0,676142084,Jirón Cusco,residential,False,27.935279072322338,"LINESTRING (-70.0296265 -15.8429954, -70.0297239 -15.8427623)"
1998337731,827316970,0,676346906,Jirón Moquegua,tertiary,True,41.872250099123356,"LINESTRING (-70.0249646 -15.8430115, -70.0248143 -15.8433592)"
1998337731,827317251,0,1083041049,nan,residential,False,18.847868034091142,"LINESTRING (-70.0249646 -15.8430115, -70.0251004 -15.8431195)"
1998337743,257542696,0,189172605,Jirón Coronel Barriga,residential,False,52.65129781313374,"LINESTRING (-70.0306606 -15.8430353, -70.0301978 -15.8431965)"
1998337743,1998337722,0,189172605,Jirón Coronel Barriga,residential,False,55.04301763048728,"LINESTRING (-70.0306606 -15.8430353, -70.0311721 -15.8429814)"
1998337743,1998337621,0,189172625,nan,residential,False,59.075315873558985,"LINESTRING (-70.0306606 -15.8430353, -70.0306239 -15.8427115, -70.0306094 -15.8426621, -70.0305491 -15.8425192)"
1998337745,1998337651,0,189172764,Avenida Francisco Choquehuanca,residential,False,35.26177973873724,"LINESTRING (-70.0347317 -15.8430579, -70.0347901 -15.8427458)"
1998337745,1998337944,0,189172764,Avenida Francisco Choquehuanca,residential,False,158.77001968649083,"LINESTRING (-70.0347317 -15.8430579, -70.0346247 -15.8432195, -70.0345076 -15.843319, -70.0343903 -15.8434001, -70.0340265 -15.8436428, -70.0336012 -15.8439655)"
1998337745,8109523918,0,870550547,nan,residential,False,174.89991222304286,"LINESTRING (-70.0347317 -15.8430579, -70.0350463 -15.8432778, -70.0353227 -15.8434725, -70.0354899 -15.8436256, -70.0356565 -15.843783, -70.035962 -15.8440866)"
1998337745,1998337564,0,1037460358,Jirón Bolognesi,residential,False,172.35221434021824,"LINESTRING (-70.0347317 -15.8430579, -70.0344256 -15.8428845, -70.0342907 -15.842795, -70.0341717 -15.8427065, -70.0340735 -15.8426029, -70.0338793 -15.8423031, -70.033683 -15.8419364)"
1998337770,1998337818,0,189172605,Jirón Coronel Barriga,residential,False,39.59280479081696,"LINESTRING (-70.0268666 -15.8431905, -70.0272046 -15.8433356)"
1998337770,1998337898,0,189172741,Jirón Lima,residential,True,54.704413320439976,"LINESTRING (-70.0268666 -15.8431905, -70.0267573 -15.8436711)"
1998337774,409475584,0,34906064,nan,residential,False,50.21201478373834,"LINESTRING (-70.019399 -15.8431955, -70.0189928 -15.8429692)"
1998337774,1998337920,0,189172629,nan,residential,False,66.09817434214582,"LINESTRING (-70.019399 -15.8431955, -70.0192195 -15.8437643)"
1998337774,409475585,0,34906064,nan,residential,False,157.9315028462965,"LINESTRING (-70.019399 -15.8431955, -70.0198677 -15.8434566, -70.0200981 -15.8435626, -70.0207471 -15.8437559)"
1998337783,1998337665,0,189172485,Avenida Circunvalación,trunk,True,71.8324248656998,"LINESTRING (-70.0319027 -15.8432306, -70.0323798 -15.842776)"
1998337783,1998337801,0,189172619,nan,residential,False,5.685462769987887,"LINESTRING (-70.0319027 -15.8432306, -70.0319367 -15.8432699)"
1998337785,1998337728,0,189172641,Jirón Vilque,residential,False,95.50955688163512,"LINESTRING (-70.0287639 -15.8432171, -70.0296265 -15.8429954)"
1998337785,1861719206,0,676142079,Jirón Ilave,residential,False,45.965000096657185,"LINESTRING (-70.0287639 -15.8432171, -70.0286115 -15.8436036)"
1998337785,257684375,0,676142079,Jirón Ilave,residential,False,88.85013403639452,"LINESTRING (-70.0287639 -15.8432171, -70.0290245 -15.8424584)"
1998337793,1998337707,0,189172531,nan,residential,False,75.86636301671054,"LINESTRING (-70.0383598 -15.8432781, -70.0381659 -15.8431791, -70.0377307 -15.8429631)"
1998337793,8037498380,0,189172672,nan,residential,False,20.242570417254495,"LINESTRING (-70.0383598 -15.8432781, -70.038378 -15.8432162, -70.0384081 -15.8431021)"
1998337793,1998337926,0,189172672,nan,residential,False,57.50922602537577,"LINESTRING (-70.0383598 -15.8432781, -70.038344 -15.8435271, -70.0383325 -15.8437946)"
1998337801,1998337783,0,189172619,nan,residential,False,5.685462769987887,"LINESTRING (-70.0319367 -15.8432699, -70.0319027 -15.8432306)"
1998337801,1998337891,0,1173891226,Avenida Circunvalación,trunk,True,47.99146321756371,"LINESTRING (-70.0319367 -15.8432699, -70.0315299 -15.8434519)"
1998337801,1998338021,0,189172619,nan,residential,False,180.04550977395274,"LINESTRING (-70.0319367 -15.8432699, -70.0322256 -15.8435609, -70.0323411 -15.8436608, -70.0331663 -15.8443743)"
1998337809,255151500,0,23562940,nan,residential,False,8.891230425986588,"LINESTRING (-70.0179031 -15.8432915, -70.017874 -15.8433664)"
1998337809,1998337635,0,189172706,Jirón 1ro de mayo,residential,False,82.16475899007854,"LINESTRING (-70.0179031 -15.8432915, -70.0181719 -15.8425993)"
1998337809,1998337880,0,435505224,Jirón Victoria,tertiary,True,90.53584160362739,"LINESTRING (-70.0179031 -15.8432915, -70.0187078 -15.8435438)"
1998337809,3792241215,0,34906160,Avenida Costanera,tertiary,False,118.04000880585417,"LINESTRING (-70.0179031 -15.8432915, -70.0177999 -15.8432468, -70.0176751 -15.8431928, -70.0176376 -15.8431609, -70.0176233 -15.8431368, -70.0176155 -15.8431131, -70.0176057 -15.8430688, -70.0176607 -15.8423959)"
1998337818,1998337770,0,189172605,Jirón Coronel Barriga,residential,False,39.59280479081696,"LINESTRING (-70.0272046 -15.8433356, -70.0268666 -15.8431905)"
1998337818,1998337847,0,189172605,Jirón Coronel Barriga,residential,False,32.74692065816022,"LINESTRING (-70.0272046 -15.8433356, -70.0274991 -15.843416)"
1998337818,1998337922,0,676139565,Jirón Salcedo,residential,False,53.61032456252144,"LINESTRING (-70.0272046 -15.8433356, -70.027062 -15.8437978)"
1998337818,1998337580,0,1083041046,Jirón Salcedo,residential,True,135.07921026121306,"LINESTRING (-70.0272046 -15.8433356, -70.0275021 -15.842155)"
1998337840,257542696,0,189172605,Jirón Coronel Barriga,residential,False,51.35170460023288,"LINESTRING (-70.0297693 -15.8434047, -70.0301978 -15.8431965)"
1998337840,1998337907,0,189172733,Jirón Cusco,residential,False,30.479353041463295,"LINESTRING (-70.0297693 -15.8434047, -70.029857 -15.8436655)"
1998337840,1998337728,0,189172733,Jirón Cusco,residential,False,48.00724386671424,"LINESTRING (-70.0297693 -15.8434047, -70.0296265 -15.8429954)"
1998337840,1861719206,0,189172605,Jirón Coronel Barriga,residential,False,126.49064794176586,"LINESTRING (-70.0297693 -15.8434047, -70.0294427 -15.8435116, -70.0292758 -15.8435444, -70.0286115 -15.8436036)"
1998337847,1998337818,0,189172605,Jirón Coronel Barriga,residential,False,32.74692065816022,"LINESTRING (-70.0274991 -15.843416, -70.0272046 -15.8433356)"
1998337847,1998337865,0,189172605,Jirón Coronel Barriga,residential,False,51.214491267416,"LINESTRING (-70.0274991 -15.843416, -70.0279661 -15.8435175)"
1998337847,1998337593,0,676142083,Jirón Ayacucho,residential,True,137.87411023555612,"LINESTRING (-70.0274991 -15.843416, -70.0278399 -15.8422202)"
1998337847,1998338017,0,1083040185,Jirón Ayacucho,residential,False,101.89391905177897,"LINESTRING (-70.0274991 -15.843416, -70.0272452 -15.8442992)"
1998337849,1998337783,0,189172485,Avenida Circunvalación,trunk,True,47.484137548894104,"LINESTRING (-70.0315048 -15.8434199, -70.0319027 -15.8432306)"
1998337849,1998337891,0,676419807,nan,residential,False,4.457595352683502,"LINESTRING (-70.0315048 -15.8434199, -70.0315299 -15.8434519)"
1998337855,1998337895,0,189172550,nan,residential,False,34.93531123676188,"LINESTRING (-70.0365226 -15.8434972, -70.0366202 -15.8435428, -70.0366865 -15.8435707, -70.0368282 -15.8436034)"
1998337855,1998337651,0,189172550,nan,residential,False,207.35325588931138,"LINESTRING (-70.0365226 -15.8434972, -70.035978 -15.8431304, -70.0358536 -15.8430586, -70.0357208 -15.8429984, -70.0352211 -15.8428199, -70.0349462 -15.8427318, -70.0349098 -15.8427269, -70.0348729 -15.8427262, -70.0347901 -15.8427458)"
1998337855,1998337617,0,189172693,nan,residential,False,115.38185625039715,"LINESTRING (-70.0365226 -15.8434972, -70.0365409 -15.8429777, -70.0365484 -15.8427013, -70.0365428 -15.84246)"
1998337855,5585292248,0,189172693,nan,residential,False,96.51969816458426,"LINESTRING (-70.0365226 -15.8434972, -70.0364867 -15.8438184, -70.0364054 -15.8440774, -70.0362835 -15.8443255)"
1998337865,1998338001,0,23770175,Jirón Áncash,residential,False,77.32272110031266,"LINESTRING (-70.0279661 -15.8435175, -70.0279159 -15.8442112)"
1998337865,1998337847,0,189172605,Jirón Coronel Barriga,residential,False,51.214491267416,"LINESTRING (-70.0279661 -15.8435175, -70.0274991 -15.843416)"
